id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Jam per Minggu,Gaji
3363,3,3,31993,1,3,4,6,1,10.0,0
3364,1,8,278390,2,9,4,9,1,68.0,0
3365,2,8,118286,2,9,4,9,1,40.0,0
3366,3,8,116707,0,6,2,6,1,40.0,0
3367,2,8,244172,3,8,1,12,1,40.0,0
3368,2,8,150601,3,14,4,11,1,50.0,0
3369,1,8,287988,2,9,0,9,1,20.0,0
3370,2,2,185621,3,12,0,2,0,60.0,1
3371,1,1,162298,3,12,4,9,1,70.0,1
3372,1,8,67444,0,6,0,10,1,20.0,0
3373,4,8,361561,3,14,4,11,1,3.0,0
3374,4,1,78875,2,9,4,2,1,40.0,0
3375,1,8,206998,0,6,0,4,1,10.0,0
3376,2,3,72338,3,8,2,8,1,56.0,0
3377,2,8,98012,1,10,2,5,0,40.0,0
3378,3,8,329059,3,8,4,3,1,40.0,1
3379,2,8,97842,2,9,4,7,1,40.0,0
3380,1,3,230912,2,13,0,11,0,40.0,0
3381,3,8,96415,3,8,3,10,0,35.0,0
3382,1,8,37805,3,12,4,9,1,40.0,1
3383,1,8,124685,2,9,4,2,1,55.0,0
3384,1,8,249150,3,8,0,9,0,24.0,0
3385,1,8,125031,3,8,4,9,1,45.0,0
3386,3,8,41374,3,8,3,5,1,40.0,0
3387,1,8,313038,3,8,0,7,1,40.0,0
3388,4,8,196174,0,5,2,4,0,28.0,0
3389,1,8,130010,2,13,4,2,1,40.0,1
3390,2,8,249720,1,10,2,11,0,40.0,0
3391,2,8,172755,3,8,0,11,1,40.0,0
3392,3,8,194589,3,12,4,11,1,40.0,1
3393,2,8,144995,2,0,0,4,1,25.0,0
3394,1,4,187508,2,9,0,4,1,40.0,0
3395,3,8,88842,3,8,4,2,1,40.0,1
3396,1,0,145917,2,9,0,0,0,15.0,0
3397,4,8,187656,2,9,3,1,0,20.0,0
3398,1,8,226891,2,9,0,5,0,30.0,0
3399,2,8,50197,0,5,1,10,0,40.0,0
3400,1,0,87569,2,9,1,0,0,40.0,0
3401,1,8,425830,1,11,0,9,1,40.0,0
3402,3,8,257277,3,8,3,5,0,38.0,0
3403,3,0,189762,2,9,4,0,0,18.0,0
3404,2,8,58447,2,15,4,11,1,55.0,1
3405,1,4,146243,2,9,1,10,0,30.0,0
3406,2,8,114079,3,8,4,9,1,44.0,0
3407,1,8,231413,2,9,4,7,1,40.0,1
3408,2,8,152568,3,8,3,9,0,40.0,0
3409,1,8,181665,3,8,0,5,0,50.0,0
3410,1,8,198124,0,6,0,9,1,20.0,0
3411,2,8,167625,2,13,2,11,0,40.0,1
3412,2,3,192684,2,9,2,5,0,38.0,0
3413,1,8,163870,3,8,0,3,1,40.0,0
3414,3,8,176773,2,0,4,8,1,40.0,0
3415,2,8,123983,3,12,4,11,1,55.0,1
3416,1,8,177940,3,8,5,3,0,40.0,0
3417,1,8,184756,2,9,0,5,0,12.0,0
3418,1,3,289991,2,13,4,11,1,50.0,0
3419,1,8,293227,3,8,0,10,0,45.0,0
3420,2,5,19914,2,9,3,2,0,15.0,0
3421,4,4,420526,2,13,3,11,0,5.0,0
3422,2,4,263215,3,12,4,5,1,80.0,0
3423,2,1,168906,2,9,2,5,0,50.0,0
3424,1,8,31801,3,8,0,4,1,60.0,0
3425,1,8,212261,2,9,0,12,1,39.0,0
3426,1,8,120461,2,9,0,2,0,50.0,0
3427,2,8,706180,3,12,2,9,0,40.0,0
3428,4,1,152066,3,8,4,8,1,50.0,0
3429,3,4,314627,2,13,2,11,0,40.0,0
3430,1,8,104256,3,8,2,9,0,34.0,0
3431,1,0,311570,3,8,4,0,0,32.0,0
3432,4,8,154035,3,8,3,4,1,32.0,0
3433,3,8,43269,3,8,4,12,1,50.0,1
3434,3,8,141253,0,5,2,8,1,48.0,0
3435,2,3,107215,1,4,4,10,1,40.0,0
3436,3,4,671292,3,8,4,12,1,38.0,1
3437,2,1,342719,2,15,4,11,1,45.0,1
3438,1,8,33884,2,9,0,5,0,40.0,0
3439,3,8,197369,3,8,4,6,1,40.0,0
3440,2,8,147110,3,12,4,10,1,40.0,0
3441,1,8,143604,3,8,0,10,0,40.0,0
3442,3,8,213897,3,12,4,9,1,50.0,1
3443,2,8,153832,1,10,0,10,1,35.0,0
3444,2,8,149700,3,12,4,13,1,40.0,1
3445,1,8,242460,3,8,1,7,1,50.0,0
3446,4,8,107814,2,13,0,11,1,60.0,0
3447,2,8,209280,3,8,2,10,0,31.0,0
3448,4,2,178771,3,8,4,2,1,40.0,0
3449,2,1,82572,3,8,3,10,0,40.0,0
3450,1,8,70894,1,11,0,7,1,40.0,0
3451,2,1,231180,3,8,4,10,1,50.0,0
3452,2,8,189759,3,12,4,2,1,45.0,1
3453,1,0,234970,2,9,0,0,0,40.0,0
3454,3,2,138594,3,8,4,2,1,45.0,1
3455,3,8,195638,3,8,2,5,0,40.0,0
3456,2,8,114988,3,8,0,10,0,40.0,0
3457,2,8,162643,3,8,0,5,0,43.0,0
3458,2,8,152237,3,12,0,9,1,45.0,1
3459,3,8,108960,0,6,4,3,1,40.0,0
3460,3,5,385183,3,12,4,5,1,40.0,1
3461,1,8,117963,3,8,4,4,1,45.0,0
3462,3,8,175999,3,8,4,3,1,40.0,0
3463,1,8,462294,1,11,0,10,1,44.0,0
3464,1,8,218215,1,11,0,10,0,35.0,0
3465,2,0,165295,1,3,1,0,0,40.0,0
3466,1,0,420081,1,11,0,0,1,20.0,0
3467,1,8,136440,2,9,0,9,0,15.0,0
3468,1,8,320014,2,9,0,10,1,25.0,0
3469,2,8,197344,3,8,0,7,1,54.0,0
3470,1,0,258231,3,8,0,0,1,35.0,0
3471,1,8,256755,3,12,0,4,0,40.0,0
3472,1,8,295108,3,8,0,4,0,25.0,0
3473,2,8,217455,3,8,2,5,0,40.0,0
3474,1,8,301747,3,8,1,5,0,30.0,0
3475,2,8,198452,3,8,4,7,1,40.0,0
3476,2,8,33155,2,15,0,11,1,45.0,0
3477,2,8,174189,2,9,4,9,1,60.0,0
3478,2,8,376455,1,10,2,7,1,38.0,0
3479,2,8,245378,3,12,4,2,1,45.0,0
3480,2,8,291569,2,9,4,9,1,43.0,0
3481,3,1,74991,3,8,3,8,1,60.0,0
3482,1,8,121308,2,9,2,9,1,40.0,0
3483,1,8,114158,3,12,4,11,0,24.0,1
3484,2,8,664821,3,12,4,10,1,40.0,0
3485,2,8,209899,3,8,1,5,0,40.0,0
3486,2,4,37672,1,10,2,13,0,40.0,0
3487,2,8,184823,2,9,0,5,0,40.0,0
3488,2,8,158420,3,12,4,2,1,70.0,0
3489,2,8,263871,3,8,4,7,1,40.0,0
3490,1,8,175183,2,9,0,5,0,40.0,0
3491,1,8,95989,2,9,0,9,0,35.0,0
3492,3,3,321117,3,8,4,6,1,40.0,0
3493,1,8,473133,2,13,4,11,1,40.0,1
3494,2,1,52131,3,14,4,11,1,50.0,1
3495,1,8,78401,3,8,0,10,1,40.0,0
3496,1,8,100219,1,11,0,3,1,45.0,0
3497,1,8,193820,2,13,0,11,0,35.0,0
3498,3,1,77336,1,10,4,7,1,40.0,0
3499,3,8,165681,2,9,4,7,1,40.0,1
3500,3,0,187636,3,12,2,0,0,40.0,0
3501,1,8,213842,2,9,4,7,1,40.0,0
3502,2,8,149909,3,8,4,7,1,42.0,1
3503,2,8,180695,2,9,2,2,0,38.0,0
3504,1,0,37030,1,11,0,0,0,25.0,0
3505,1,8,170544,0,6,0,4,1,20.0,0
3506,2,8,287129,3,12,2,11,1,40.0,0
3507,4,8,187493,3,8,4,6,1,40.0,1
3508,2,8,170230,3,12,5,10,0,40.0,0
3509,2,8,177134,3,8,4,9,0,40.0,0
3510,1,8,173923,2,9,0,5,0,10.0,0
3511,2,5,173192,1,10,1,5,1,40.0,0
3512,2,8,200598,1,11,4,11,1,45.0,0
3513,1,8,137814,2,9,2,9,0,30.0,0
3514,3,8,119684,2,9,4,3,1,40.0,1
3515,2,8,184583,2,9,2,10,1,59.0,0
3516,1,1,410615,3,8,4,12,1,60.0,1
3517,2,8,303619,0,6,2,7,1,40.0,0
3518,1,8,272132,3,14,5,11,0,65.0,0
3519,3,8,188644,2,0,4,10,1,40.0,0
3520,2,3,137314,2,9,4,6,1,60.0,1
3521,1,8,227070,2,9,0,10,0,48.0,0
3522,3,8,216558,2,9,1,7,1,40.0,0
3523,2,8,151584,3,8,2,12,1,46.0,0
3524,3,8,139671,2,9,4,7,1,40.0,1
3525,2,8,272671,3,12,2,9,1,50.0,0
3526,2,8,119992,0,5,4,8,1,40.0,0
3527,2,8,176050,2,9,4,3,1,40.0,0
3528,1,8,252563,3,12,0,2,0,40.0,0
3529,1,8,243723,3,8,4,10,0,40.0,0
3530,2,8,152636,3,8,2,7,0,50.0,0
3531,1,0,205562,2,13,0,0,0,40.0,0
3532,1,8,117789,3,12,0,2,0,40.0,0
3533,1,3,43921,2,9,0,3,1,40.0,0
3534,2,8,343476,3,8,2,7,1,30.0,0
3535,2,5,33109,3,12,2,2,1,58.0,1
3536,4,1,97847,3,12,4,9,1,50.0,0
3537,2,8,301614,3,8,4,10,1,60.0,0
3538,2,3,493862,3,8,4,2,1,38.0,1
3539,1,5,182637,3,14,4,11,1,45.0,1
3540,3,8,178033,2,9,3,2,1,60.0,0
3541,2,8,207685,3,12,1,11,0,39.0,0
3542,4,1,218521,1,3,4,8,1,21.0,0
3543,3,8,109511,1,3,4,4,1,40.0,0
3544,2,1,175943,1,10,4,11,0,15.0,1
3545,4,0,132626,2,9,4,0,1,6.0,0
3546,1,8,97676,2,9,4,13,1,40.0,0
3547,3,2,61885,3,8,4,11,1,60.0,1
3548,2,4,43716,2,9,4,7,1,4.0,0
3549,2,8,312771,1,10,4,9,1,40.0,1
3550,2,8,182541,3,12,4,11,1,45.0,1
3551,2,1,35034,3,12,4,11,1,21.0,0
3552,2,8,109282,1,3,0,4,1,40.0,0
3553,1,8,161765,2,9,4,9,1,57.0,0
3554,1,8,128567,3,8,4,7,1,40.0,0
3555,3,8,53407,3,8,4,7,1,40.0,0
3556,2,8,134886,2,9,0,5,0,40.0,0
3557,2,8,341358,1,10,4,9,1,40.0,1
3558,1,8,133861,1,11,2,2,1,40.0,0
3559,2,0,148380,3,12,4,0,0,60.0,1
3560,4,8,388384,1,3,4,11,1,10.0,0
3561,1,8,127185,2,9,0,11,0,15.0,0
3562,2,8,29927,3,8,2,5,0,45.0,0
3563,1,0,165069,0,5,0,0,1,40.0,0
3564,1,8,352806,3,8,2,10,0,40.0,0
3565,1,4,481096,0,2,0,3,0,10.0,0
3566,2,8,178683,2,9,4,3,1,40.0,0
3567,1,8,301694,3,8,0,7,1,35.0,0
3568,2,8,29814,0,6,4,7,1,40.0,0
3569,1,8,251603,3,8,0,5,0,40.0,0
3570,1,8,95918,1,4,4,3,1,40.0,0
3571,2,8,193537,1,4,0,1,0,50.0,0
3572,1,8,198183,3,12,0,2,0,45.0,0
3573,1,8,156015,3,12,0,11,1,40.0,0
3574,3,1,186565,3,12,4,9,1,50.0,0
3575,1,8,184078,3,8,2,5,0,40.0,0
3576,1,8,263831,3,12,0,5,0,40.0,0
3577,2,8,181716,0,7,4,7,1,48.0,0
3578,3,8,218312,3,8,2,9,1,40.0,0
3579,3,8,197286,0,7,4,8,1,48.0,0
3580,2,8,349151,3,8,4,7,1,40.0,0
3581,2,8,156771,0,5,4,5,1,40.0,0
3582,3,8,167033,2,9,0,2,0,40.0,0
3583,2,8,187625,2,9,4,9,0,40.0,1
3584,1,8,190762,2,9,4,9,1,18.0,0
3585,3,8,97017,2,9,4,7,1,45.0,0
3586,1,8,197286,2,9,0,9,0,40.0,0
3587,2,8,239161,2,9,4,9,1,40.0,0
3588,1,8,227943,3,8,0,4,1,45.0,0
3589,2,8,170651,3,12,4,2,0,38.0,1
3590,1,8,181528,2,13,0,2,0,43.0,0
3591,1,4,291196,3,12,0,11,1,40.0,0
3592,3,3,20795,2,9,4,6,1,40.0,1
3593,2,4,209317,2,9,4,6,1,40.0,0
3594,2,8,185764,2,9,4,3,1,60.0,0
3595,2,8,189674,3,12,1,2,0,40.0,0
3596,2,2,121836,2,9,4,11,0,40.0,1
3597,1,4,255254,3,12,4,11,0,37.0,0
3598,1,8,38238,0,6,0,10,1,25.0,0
3599,2,8,103538,3,8,4,5,1,40.0,1
3600,2,8,234962,3,8,4,4,1,30.0,0
3601,2,8,34180,3,8,4,7,1,40.0,0
3602,3,8,180645,3,8,2,5,0,40.0,0
3603,2,6,142210,3,8,4,3,0,25.0,0
3604,2,0,320183,0,6,0,0,1,24.0,0
3605,1,8,58426,3,8,4,11,1,50.0,0
3606,2,8,116379,3,8,4,2,1,60.0,1
3607,2,8,203761,3,12,4,11,1,40.0,1
3608,1,8,285897,3,8,4,11,1,45.0,1
3609,3,8,82050,0,6,4,3,1,40.0,1
3610,2,8,67072,3,8,4,9,1,50.0,1
3611,3,8,158776,1,4,4,3,1,40.0,0
3612,1,8,112795,0,5,0,10,0,15.0,0
3613,2,8,295706,3,8,0,3,1,42.0,0
3614,2,1,75435,3,8,2,7,1,30.0,0
3615,2,8,168294,3,8,4,7,1,40.0,0
3616,2,8,99434,3,8,4,10,0,12.0,0
3617,2,8,272910,3,8,2,10,0,40.0,0
3618,2,1,370119,2,9,4,2,1,40.0,1
3619,3,8,92968,3,12,0,9,0,32.0,0
3620,3,8,108083,1,3,4,8,1,45.0,0
3621,2,8,207120,3,8,1,3,1,44.0,0
3622,1,0,96862,2,9,0,0,0,8.0,0
3623,1,8,137367,2,9,0,4,1,44.0,0
3624,1,8,317425,0,6,0,10,1,7.0,0
3625,1,1,132320,3,8,0,12,1,45.0,0
3626,3,8,122288,2,9,3,3,0,36.0,0
3627,2,4,143774,2,9,1,2,0,45.0,0
3628,2,8,202683,3,8,0,5,1,40.0,0
3629,2,8,305597,3,8,0,12,1,40.0,0
3630,2,8,424855,2,9,4,3,1,40.0,0
3631,1,8,158704,0,5,0,9,1,20.0,0
3632,2,8,467108,2,9,0,11,1,50.0,1
3633,2,8,33975,2,9,4,9,1,40.0,1
3634,2,8,37718,3,12,4,11,1,40.0,1
3635,1,8,446512,2,9,1,10,0,40.0,0
3636,1,8,272615,0,6,0,7,1,40.0,0
3637,3,8,191565,0,1,2,10,0,40.0,0
3638,1,1,181466,3,8,4,9,1,35.0,0
3639,2,8,29438,3,8,2,12,1,70.0,0
3640,3,3,105788,2,13,2,11,0,37.0,1
3641,3,8,226735,2,9,4,6,1,70.0,1
3642,1,8,197058,1,11,0,11,0,40.0,0
3643,1,8,416103,3,8,0,7,1,50.0,0
3644,2,8,117567,3,12,4,2,1,60.0,1
3645,2,8,115323,3,12,4,2,1,40.0,1
3646,2,5,90881,2,9,1,2,1,55.0,1
3647,2,8,303388,2,9,4,2,1,65.0,0
3648,4,8,244661,3,12,4,5,1,40.0,0
3649,1,8,264864,3,8,4,3,0,40.0,0
3650,2,3,352056,1,11,0,2,1,40.0,0
3651,2,8,66686,3,8,4,12,1,40.0,1
3652,1,8,176836,2,9,0,2,0,60.0,0
3653,2,8,191814,3,8,4,5,1,40.0,0
3654,2,8,185063,2,9,4,3,1,45.0,1
3655,3,4,149650,2,15,4,11,1,40.0,1
3656,3,8,81859,3,8,4,3,1,48.0,1
3657,3,1,280508,3,8,4,12,1,50.0,0
3658,2,1,230478,1,11,2,2,1,30.0,0
3659,4,8,89495,3,8,4,9,1,4.0,0
3660,3,1,122109,1,11,2,9,0,70.0,0
3661,1,8,123586,2,9,0,5,1,25.0,0
3662,1,8,189148,3,8,4,4,1,48.0,0
3663,3,3,97449,2,9,4,6,1,48.0,0
3664,2,8,197418,2,9,2,5,0,48.0,0
3665,3,8,148431,3,8,4,7,1,40.0,0
3666,2,3,111746,3,8,0,6,1,48.0,0
3667,2,8,62346,3,8,4,7,1,40.0,0
3668,3,8,172991,2,9,4,9,1,25.0,0
3669,3,8,200450,3,8,4,4,1,48.0,0
3670,2,8,169469,2,9,4,2,1,40.0,1
3671,3,8,121618,1,3,0,12,1,40.0,0
3672,2,8,198097,3,12,2,2,1,50.0,0
3673,2,8,127961,3,12,4,2,1,50.0,1
3674,1,8,309580,3,8,0,5,1,40.0,0
3675,2,1,277630,2,9,2,2,1,48.0,0
3676,3,8,110212,3,8,4,10,1,40.0,0
3677,3,8,55139,3,8,0,8,1,10.0,0
3678,2,8,324231,3,8,3,3,0,40.0,0
3679,2,8,322143,0,7,4,12,1,70.0,1
3680,4,1,349022,3,8,4,9,1,33.0,0
3681,1,8,82804,3,8,0,4,0,40.0,0
3682,1,0,231511,2,9,0,0,0,20.0,0
3683,1,8,291052,2,9,4,5,1,40.0,0
3684,2,8,20809,3,8,2,7,1,75.0,1
3685,2,8,202856,2,9,2,5,0,36.0,0
3686,2,8,125892,1,4,4,3,1,40.0,0
3687,2,8,213408,1,4,2,3,0,40.0,0
3688,2,8,159187,3,8,4,3,1,45.0,0
3689,1,8,234972,2,9,4,9,1,50.0,1
3690,1,3,204494,2,9,4,7,1,70.0,0
3691,1,8,74501,3,8,2,10,0,30.0,0
3692,1,8,416356,2,9,0,7,1,40.0,0
3693,2,8,170017,3,8,2,7,1,40.0,0
3694,1,8,47678,3,8,0,7,1,40.0,0
3695,2,8,144949,0,5,4,7,1,45.0,1
3696,3,8,139391,2,9,5,3,1,50.0,1
3697,2,8,35330,3,8,2,7,1,55.0,0
3698,2,8,194698,2,9,4,7,1,40.0,1
3699,3,8,245356,2,9,4,2,1,55.0,1
3700,3,8,175689,2,9,4,5,0,14.0,1
3701,2,8,213841,2,9,4,7,1,50.0,1
3702,1,0,142043,0,6,0,0,1,15.0,0
3703,2,8,99146,3,8,4,3,1,45.0,1
3704,3,8,248841,3,8,4,12,1,45.0,1
3705,4,2,289349,1,11,4,9,1,70.0,1
3706,2,4,320818,2,9,5,10,1,40.0,0
3707,2,8,180383,2,9,4,4,1,60.0,0
3708,2,8,184901,3,8,4,3,1,40.0,1
3709,2,8,211239,2,13,4,2,1,60.0,1
3710,1,8,241802,3,8,4,10,0,40.0,0
3711,3,8,355551,3,8,0,7,0,45.0,0
3712,3,3,294623,0,2,4,12,1,40.0,0
3713,1,8,125441,0,6,0,10,1,20.0,0
3714,2,3,244803,3,8,4,7,1,40.0,0
3715,2,5,250504,3,8,4,5,1,60.0,1
3716,2,8,192337,3,12,1,9,1,50.0,0
3717,3,8,109075,0,6,4,3,1,48.0,0
3718,3,1,386773,2,9,4,2,1,60.0,0
3719,2,8,179668,3,12,4,13,1,40.0,1
3720,1,8,225809,2,9,0,10,1,40.0,0
3721,4,0,98979,2,9,4,0,1,20.0,1
3722,3,8,102583,2,9,4,11,1,44.0,1
3723,2,1,60269,3,8,4,2,1,60.0,0
3724,2,5,106297,3,8,2,4,1,40.0,0
3725,1,8,47429,3,8,4,5,0,40.0,1
3726,3,8,49017,3,8,3,10,0,24.0,0
3727,1,8,69847,3,12,0,5,0,40.0,0
3728,3,8,21174,3,8,4,2,1,40.0,1
3729,1,8,199011,3,8,0,7,1,40.0,0
3730,2,8,47871,3,12,2,2,0,50.0,1
3731,1,8,104457,3,12,0,3,1,40.0,0
3732,2,8,104719,1,11,0,5,1,38.0,0
3733,1,8,238281,0,6,0,9,1,30.0,0
3734,1,8,104439,2,9,0,5,0,50.0,0
3735,1,8,152652,0,6,0,4,1,25.0,0
3736,1,8,349154,0,5,1,8,0,40.0,0
3737,1,3,364310,3,12,0,11,0,40.0,0
3738,2,8,117983,0,5,2,10,0,45.0,0
3739,2,2,192945,3,8,4,2,1,40.0,1
3740,2,8,32000,2,9,4,13,1,18.0,1
3741,2,8,171393,3,8,4,9,1,40.0,0
3742,2,8,344743,2,9,4,5,0,50.0,1
3743,2,8,592930,3,8,4,12,1,50.0,1
3744,1,8,159269,2,9,0,10,1,18.0,0
3745,1,8,269723,2,9,0,9,0,45.0,0
3746,1,0,30246,0,6,0,0,0,45.0,0
3747,2,2,214503,3,8,4,2,1,45.0,1
3748,2,1,36651,2,9,4,7,1,45.0,1
3749,3,3,181242,0,5,4,7,1,40.0,0
3750,1,8,248911,2,9,0,2,0,40.0,0
3751,1,8,414545,2,9,0,3,1,40.0,0
3752,2,8,247081,2,9,4,5,1,40.0,1
3753,2,8,340917,3,8,1,3,1,45.0,0
3754,2,8,54759,3,8,2,11,0,38.0,0
3755,3,1,177271,2,15,4,11,1,35.0,0
3756,2,8,359131,3,12,4,11,0,8.0,1
3757,2,8,175413,1,11,2,9,0,45.0,0
3758,3,2,282913,3,8,4,9,1,40.0,0
3759,2,8,146195,1,11,2,13,0,36.0,0
3760,2,8,210525,2,13,0,2,1,40.0,0
3761,1,1,141185,2,9,4,8,1,55.0,0
3762,3,8,118793,3,8,4,5,1,45.0,0
3763,2,8,223934,1,11,2,2,0,40.0,0
3764,2,8,35595,3,12,4,9,1,40.0,0
3765,3,8,253357,3,8,4,7,1,40.0,0
3766,1,3,58441,3,12,0,11,0,40.0,0
3767,2,8,109434,3,12,4,11,1,55.0,0
3768,1,4,272918,3,8,0,5,1,15.0,0
3769,3,8,156843,2,13,0,11,0,54.0,1
3770,2,8,163204,3,8,4,12,1,40.0,0
3771,3,8,279129,2,9,0,11,1,37.0,1
3772,1,0,87867,0,7,0,0,1,30.0,0
3773,1,8,145439,3,8,4,5,1,40.0,0
3774,1,8,168997,1,10,0,2,1,40.0,0
3775,4,0,107762,3,8,3,0,1,24.0,0
3776,2,8,220213,3,8,3,7,0,40.0,0
3777,4,2,172907,2,9,4,9,1,35.0,1
3778,2,5,68729,3,12,4,2,1,40.0,1
3779,2,8,40151,3,8,4,7,1,40.0,1
3780,2,8,187376,2,9,4,9,1,60.0,1
3781,1,8,325217,3,8,0,10,1,32.0,0
3782,2,8,196571,2,9,4,7,1,40.0,0
3783,2,8,280923,1,3,4,4,1,40.0,0
3784,2,8,380543,3,8,0,10,0,30.0,0
3785,1,8,169768,3,12,1,13,1,40.0,0
3786,1,8,350850,1,3,4,8,1,50.0,1
3787,3,8,108097,2,9,4,7,1,45.0,0
3788,1,0,455665,3,8,0,0,1,44.0,0
3789,3,1,315977,3,8,4,12,1,40.0,0
3790,1,8,184101,0,6,0,8,1,6.0,0
3791,2,8,1161363,2,9,1,13,0,50.0,0
3792,1,8,149809,1,11,0,9,1,40.0,0
3793,2,8,117849,2,9,4,9,1,40.0,1
3794,1,8,78605,3,8,4,3,1,40.0,0
3795,1,8,199266,3,8,0,10,0,45.0,0
3796,1,8,282142,1,10,4,2,0,40.0,0
3797,1,8,127709,3,8,0,8,1,30.0,0
3798,3,3,173242,3,12,2,11,0,35.0,0
3799,2,1,27053,3,8,1,10,0,40.0,0
3800,2,8,35210,2,9,2,5,0,40.0,0
3801,1,8,128365,3,12,0,11,1,40.0,0
3802,2,8,150154,3,8,4,7,1,50.0,1
3803,1,8,133061,3,8,0,4,1,40.0,0
3804,1,8,137876,3,8,0,7,1,50.0,0
3805,1,4,293628,2,13,2,11,1,10.0,0
3806,1,8,194690,1,4,0,10,1,50.0,0
3807,2,8,160123,3,8,3,5,0,40.0,0
3808,3,8,187135,2,9,4,3,1,56.0,0
3809,1,8,179241,2,9,0,10,0,30.0,0
3810,3,8,183735,2,9,4,2,1,40.0,0
3811,1,8,356882,2,15,0,11,1,20.0,0
3812,1,8,73289,3,8,0,12,1,40.0,0
3813,1,8,112137,2,9,0,11,0,20.0,0
3814,1,1,213258,3,8,2,8,1,65.0,0
3815,3,8,312477,3,8,3,12,1,40.0,0
3816,4,8,198526,3,8,3,10,0,32.0,0
3817,1,8,117719,3,8,4,10,1,40.0,0
3818,3,8,116442,3,8,0,9,1,38.0,0
3819,3,8,96099,3,8,0,7,1,40.0,0
3820,2,8,87757,1,11,0,2,1,45.0,0
3821,3,8,195453,3,8,4,2,1,50.0,1
3822,3,1,279129,2,9,4,8,1,30.0,0
3823,2,3,347491,3,12,4,6,1,40.0,0
3824,1,8,183523,3,12,0,11,1,45.0,0
3825,1,8,284859,2,9,4,4,1,50.0,0
3826,1,8,103700,2,9,0,13,0,40.0,0
3827,1,8,233280,1,11,0,9,0,37.0,0
3828,2,8,191149,2,9,2,5,0,57.0,0
3829,2,1,276087,3,8,4,8,1,65.0,0
3830,1,8,149568,1,4,0,8,1,40.0,0
3831,2,8,212737,1,4,1,7,1,40.0,0
3832,4,2,146365,2,9,3,2,0,24.0,0
3833,1,1,189265,1,11,2,5,0,40.0,0
3834,1,8,171813,3,12,0,11,0,40.0,0
3835,2,8,99065,2,9,2,2,0,39.0,0
3836,1,3,144165,3,12,0,11,1,30.0,0
3837,2,8,147206,3,8,4,7,1,40.0,1
3838,1,1,198493,3,8,4,11,1,60.0,0
3839,3,8,36032,2,9,0,2,0,40.0,0
3840,2,8,173613,3,8,2,5,0,40.0,0
3841,2,8,709445,3,8,1,7,1,40.0,0
3842,2,8,125933,3,12,4,7,1,50.0,1
3843,1,8,112130,3,8,0,10,0,40.0,0
3844,1,8,459463,0,7,5,10,0,50.0,0
3845,2,8,223433,3,8,0,3,1,40.0,0
3846,1,1,113752,2,9,4,7,1,50.0,0
3847,2,5,391585,3,12,4,6,1,50.0,1
3848,4,0,174995,2,9,4,0,1,40.0,0
3849,3,1,334273,3,12,4,9,1,8.0,0
3850,3,8,171058,2,9,2,4,0,40.0,0
3851,3,8,85413,3,8,4,12,1,44.0,1
3852,3,8,141549,3,8,4,7,1,40.0,0
3853,2,8,32214,1,11,4,5,1,40.0,0
3854,1,8,459465,2,9,0,7,1,50.0,0
3855,2,8,201122,3,8,1,13,1,40.0,0
3856,1,8,174327,3,8,4,3,1,50.0,0
3857,2,8,54744,3,8,4,7,1,40.0,0
3858,1,8,397606,3,8,0,7,1,40.0,0
3859,2,8,187730,3,12,0,11,1,40.0,0
3860,1,8,171114,3,8,0,5,0,48.0,0
3861,2,1,231347,2,9,1,11,1,20.0,0
3862,1,8,39222,0,6,0,10,1,40.0,0
3863,2,8,172571,3,12,4,11,1,50.0,0
3864,1,8,141040,3,8,0,9,0,35.0,0
3865,1,8,143062,3,12,0,10,0,30.0,0
3866,2,1,368140,3,8,4,12,1,65.0,1
3867,2,8,33975,3,12,4,13,1,45.0,0
3868,1,8,197905,3,8,4,7,1,50.0,0
3869,1,8,485496,3,8,0,3,0,40.0,0
3870,3,8,174421,1,11,2,11,0,32.0,0
3871,2,1,32528,3,8,4,12,1,50.0,0
3872,1,8,131220,3,8,0,5,0,40.0,0
3873,1,8,224361,2,9,4,7,1,40.0,0
3874,3,8,193881,2,13,3,2,0,35.0,0
3875,2,8,430278,2,13,0,11,1,40.0,0
3876,3,8,335997,3,12,4,13,1,38.0,1
3877,1,8,161153,3,8,4,3,1,45.0,0
3878,1,8,226717,0,7,0,4,1,20.0,0
3879,1,8,211208,3,12,4,7,1,50.0,0
3880,2,8,306646,1,11,4,2,1,50.0,1
3881,3,2,137940,3,14,4,11,1,50.0,1
3882,2,8,297396,2,9,1,2,0,60.0,0
3883,1,8,206010,0,7,0,10,0,8.0,0
3884,1,8,410351,3,8,4,7,1,40.0,0
3885,3,1,125147,0,5,4,12,1,60.0,0
3886,2,8,202496,3,12,4,4,1,37.0,0
3887,2,0,230020,0,2,4,0,1,40.0,0
3888,3,8,194791,3,8,4,8,1,45.0,0
3889,2,8,239833,3,8,5,12,1,50.0,0
3890,2,8,109133,3,8,4,7,1,40.0,0
3891,2,8,168262,3,12,4,5,1,40.0,1
3892,1,0,62507,2,9,0,0,0,12.0,0
3893,1,8,120155,3,8,4,5,1,39.0,0
3894,1,0,61499,3,8,0,0,0,40.0,0
3895,2,2,395831,3,12,4,2,1,80.0,1
3896,1,8,438139,3,8,0,9,1,50.0,0
3897,1,1,112115,0,7,4,7,1,70.0,1
